MSSubClass,OverallQual,OverallCond,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,SalePrice
20,5,5,716,0,274,990,990,0,0,990,0,1,1,0,3,1,5,0,2,576,224,0,0,0,0,0,0,7,156000
60,6,7,378,0,311,689,689,703,0,1392,0,0,1,1,3,1,6,0,1,299,0,36,0,0,0,0,450,3,161750
20,5,6,360,0,710,1070,1236,0,0,1236,0,1,1,0,2,1,6,1,1,447,0,0,0,0,0,0,0,5,134450
20,7,5,946,0,490,1436,1436,0,0,1436,1,0,2,0,3,1,8,0,2,484,139,98,0,0,0,0,0,4,210000
70,4,4,0,0,686,686,810,518,0,1328,0,0,1,0,3,1,8,0,1,210,0,172,60,0,0,0,0,9,107000
50,7,9,341,0,457,798,1137,817,0,1954,0,1,1,1,3,1,8,2,2,431,0,119,150,0,0,0,0,5,311500
120,7,5,16,0,1232,1248,1248,0,0,1248,0,0,2,0,2,1,5,0,2,438,108,0,0,0,0,0,0,3,167240
20,7,5,0,0,1498,1498,1498,0,0,1498,0,0,2,0,2,1,5,0,2,675,351,33,0,0,0,0,0,4,204900
60,6,5,0,0,1010,1010,1010,1257,0,2267,0,0,2,1,4,1,8,1,2,390,120,46,0,0,0,0,0,12,200000
60,6,6,550,0,163,713,811,741,0,1552,1,0,2,1,3,1,6,1,2,434,209,208,0,0,0,0,0,2,179900
20,4,6,524,180,160,864,864,0,0,864,0,0,1,0,2,1,4,0,2,576,216,0,0,0,0,0,0,3,97000
20,10,5,56,0,2336,2392,2392,0,0,2392,0,0,2,0,3,1,8,1,3,968,248,105,0,0,0,0,0,6,386250
160,5,5,0,0,630,630,630,672,0,1302,0,0,2,1,3,1,6,0,1,280,0,0,0,0,0,0,0,5,112000
60,7,5,565,0,638,1203,1214,1306,0,2520,0,0,2,1,4,1,9,1,3,721,224,114,0,0,0,0,0,6,290000
160,6,6,321,0,162,483,483,504,0,987,0,0,1,1,2,1,5,0,1,280,0,0,0,0,0,0,0,9,106000
20,5,5,842,0,70,912,912,0,0,912,0,0,1,0,3,1,5,1,1,336,0,0,0,0,0,0,0,5,125000
120,7,5,16,0,1357,1373,1555,0,0,1555,0,0,2,0,2,1,7,1,2,430,143,20,0,0,0,0,0,5,192500
20,6,6,0,0,1194,1194,1194,0,0,1194,1,0,1,0,3,1,6,0,1,312,0,0,120,0,0,0,0,4,148000
60,8,5,689,0,773,1462,1490,1304,0,2794,1,0,2,1,4,1,9,1,3,810,0,146,202,0,0,0,0,7,403000
160,6,5,0,0,483,483,483,504,0,987,0,0,1,1,2,1,5,1,1,288,0,0,0,0,0,0,0,6,94500
20,5,6,182,712,0,894,894,0,0,894,1,0,1,0,3,1,5,0,1,308,365,0,0,0,0,0,0,2,128200
60,6,5,625,0,235,860,860,1100,0,1960,1,0,2,1,4,1,8,2,2,440,288,48,0,0,0,0,0,5,216500
160,6,3,358,0,125,483,483,504,0,987,0,0,1,1,2,1,5,0,1,264,0,0,0,0,0,0,0,8,89500
20,7,5,24,0,1390,1414,1414,0,0,1414,0,0,2,0,3,1,6,0,2,494,132,105,0,0,0,0,0,5,185500
60,7,7,402,0,594,996,1014,730,0,1744,0,0,2,1,3,1,7,0,2,457,370,70,0,238,0,0,0,2,194500
20,8,5,0,0,1694,1694,1694,0,0,1694,0,0,2,0,3,1,7,0,3,818,168,228,0,0,0,0,0,12,318000
50,6,4,94,0,641,735,798,689,0,1487,0,0,1,1,3,1,7,1,1,220,0,140,0,0,0,0,0,4,113000
20,8,5,1078,0,488,1566,1566,0,0,1566,1,0,2,0,3,1,7,0,2,750,144,168,0,0,0,0,0,4,262500
30,5,9,329,0,357,686,866,0,0,866,0,0,1,0,2,1,4,0,0,0,58,42,0,0,0,0,0,8,110500
50,5,4,0,0,540,540,889,551,0,1440,0,0,1,0,3,1,6,0,1,352,0,0,77,0,0,0,0,4,79000
160,6,6,0,0,626,626,626,591,0,1217,0,0,1,1,3,1,6,1,1,288,0,28,0,0,0,0,0,4,120000
60,7,5,695,0,253,948,1222,888,0,2110,1,0,2,1,3,1,8,2,2,463,0,130,0,0,0,0,0,5,205000
20,7,5,929,0,916,1845,1872,0,0,1872,0,1,2,0,3,1,6,1,2,604,197,39,0,0,0,0,0,6,241500
190,6,8,0,0,1020,1020,908,1020,0,1928,0,0,2,0,4,2,9,0,1,440,0,60,112,0,0,0,0,4,137000
20,6,5,0,0,1367,1367,1375,0,0,1375,0,0,1,0,2,1,5,1,2,451,0,30,0,0,0,0,0,6,140000
60,7,5,0,0,840,840,840,828,0,1668,0,0,2,1,3,1,8,0,2,500,144,68,0,0,0,0,0,9,180000
50,6,7,697,0,747,1444,1444,700,0,2144,0,1,2,0,4,1,7,2,2,389,0,98,0,0,0,0,500,6,277000
30,3,2,0,0,728,728,1306,0,0,1306,0,0,1,0,3,1,6,0,0,0,263,0,0,0,0,0,450,5,76500
120,8,5,1573,0,0,1573,1625,0,0,1625,1,1,2,0,2,1,5,1,2,538,123,0,0,0,153,0,0,12,235000
60,6,5,0,0,798,798,798,842,0,1640,0,0,2,1,3,1,6,0,2,520,138,45,0,0,0,0,0,12,173000
80,6,7,270,580,452,1302,1302,0,0,1302,0,1,2,0,3,1,7,0,1,309,333,0,0,0,0,0,0,10,158000
20,5,6,922,0,392,1314,1314,0,0,1314,1,0,1,0,3,1,5,0,1,294,250,0,0,0,0,0,0,6,145000
60,7,5,0,0,975,975,1005,1286,0,2291,0,0,2,1,4,1,8,1,2,429,192,0,0,0,0,0,0,2,230000
60,6,5,503,0,361,864,864,864,0,1728,0,0,2,1,3,1,7,0,2,673,216,56,0,0,0,0,0,5,207500
20,7,5,1334,0,270,1604,1604,0,0,1604,1,0,2,1,3,1,8,1,2,660,123,110,0,0,0,0,0,3,220000
60,7,5,361,0,602,963,963,829,0,1792,0,0,2,1,3,1,7,1,2,564,0,96,0,245,0,0,0,5,231500
20,5,5,0,0,0,0,882,0,0,882,0,0,1,0,2,1,4,0,1,308,0,45,0,0,0,0,0,12,97000
80,6,5,672,690,0,1362,1382,0,0,1382,1,0,1,0,3,1,6,1,2,884,0,0,252,0,0,0,0,5,176000
60,8,5,0,0,1482,1482,1482,1092,0,2574,0,0,2,1,3,1,10,1,3,868,0,148,0,0,0,0,0,11,276000
80,6,7,506,0,0,506,1212,0,0,1212,1,0,1,0,3,1,6,1,2,492,292,12,0,0,0,0,0,7,151000
50,5,7,234,692,0,926,926,0,390,1316,1,0,1,0,3,1,6,0,2,484,0,0,0,0,0,0,0,4,130000
30,5,5,0,0,680,680,764,0,0,764,0,0,1,0,2,1,4,0,2,504,0,0,0,0,0,0,0,6,73000
20,6,6,588,228,606,1422,1422,0,0,1422,0,0,2,0,3,1,7,1,2,576,276,0,0,0,0,0,0,6,175500
60,6,5,714,0,88,802,802,709,0,1511,1,0,2,1,3,1,8,1,2,413,95,75,0,0,0,0,0,6,185000
75,5,8,378,0,342,720,1052,720,420,2192,0,0,2,1,4,1,8,1,1,240,262,24,0,0,0,0,0,7,179500
30,5,6,403,125,212,740,778,0,0,778,0,0,1,0,2,1,4,1,1,924,0,25,0,0,0,0,0,2,120500
20,6,7,751,0,392,1143,1113,0,0,1113,1,0,1,1,3,1,6,1,1,504,370,30,0,0,0,0,0,5,148000
60,8,5,0,0,1095,1095,1095,844,0,1939,0,0,2,1,3,1,8,1,3,1053,192,51,0,0,0,0,0,8,266000
20,7,7,226,1063,96,1385,1363,0,0,1363,1,0,1,0,2,1,5,2,2,439,81,0,0,0,0,0,0,4,241500
60,8,7,524,0,628,1152,1164,1106,0,2270,0,0,2,1,4,1,9,1,3,671,132,57,0,0,0,0,0,4,290000
20,6,6,620,620,0,1240,1632,0,0,1632,1,0,2,0,3,1,6,1,1,338,289,0,0,0,0,0,0,4,139000
20,5,7,546,0,270,816,816,0,0,816,0,0,1,0,2,1,5,0,1,264,168,0,0,0,0,0,0,6,124500
50,7,7,0,0,952,952,952,596,0,1548,0,0,2,1,3,1,5,0,2,672,74,0,0,0,144,0,0,10,205000
20,7,5,0,0,1560,1560,1560,0,0,1560,0,0,2,0,3,1,7,0,2,573,100,150,0,0,0,0,0,4,201000
20,4,5,120,0,744,864,864,0,0,864,0,0,1,0,2,1,4,0,2,400,0,0,0,0,0,0,0,6,141000
20,9,5,0,0,2121,2121,2121,0,0,2121,0,0,2,1,3,1,8,1,3,732,124,98,0,0,142,0,0,5,415298
60,7,5,392,0,768,1160,1156,866,0,2022,0,0,2,1,4,1,8,1,2,505,288,117,0,0,0,0,0,3,192000
60,7,6,421,0,386,807,1175,807,0,1982,0,0,2,1,3,1,7,1,2,575,0,84,0,196,0,0,0,1,228500
20,6,5,905,0,357,1262,1262,0,0,1262,0,0,2,0,2,1,5,0,2,572,0,120,0,0,0,0,0,5,185000
120,7,5,904,0,410,1314,1314,0,0,1314,1,0,2,0,2,1,6,1,2,626,172,62,0,0,0,0,0,4,207500
20,8,5,0,0,1468,1468,1468,0,0,1468,0,0,2,0,3,1,6,1,3,898,210,150,0,0,0,0,0,12,244600
120,6,5,430,0,1145,1575,1575,0,0,1575,1,0,2,0,2,1,5,0,2,529,0,0,52,0,0,0,0,7,179200
160,7,5,0,0,625,625,625,625,0,1250,0,0,2,1,2,1,5,0,2,528,0,54,0,0,0,0,0,6,164700
50,6,7,600,0,312,912,1085,649,0,1734,0,0,1,1,3,1,7,1,2,440,0,0,0,0,128,0,0,6,159000
20,4,4,614,0,244,858,858,0,0,858,0,0,1,0,3,1,5,0,0,0,0,0,0,0,0,0,0,6,88000
20,5,5,450,0,432,882,900,0,0,900,0,0,1,0,3,1,5,0,1,280,0,0,0,0,0,0,0,2,122000
70,6,7,0,0,698,698,698,698,0,1396,0,0,1,0,3,1,7,0,1,384,0,0,0,0,259,0,0,7,153575
60,8,5,0,0,1079,1079,1079,840,0,1919,0,0,2,1,3,1,8,1,2,685,0,51,0,0,0,0,0,7,233230
190,5,6,210,0,570,780,936,780,0,1716,1,0,2,0,6,1,9,0,0,0,0,184,0,0,0,0,0,3,135900
50,5,4,292,0,476,768,1148,568,0,1716,0,0,1,1,3,1,8,1,1,281,0,0,0,0,160,0,0,1,131000
60,7,7,795,0,0,795,1468,795,0,2263,1,0,2,1,3,1,9,1,2,539,0,250,0,0,0,0,0,3,235000
20,6,5,1285,0,131,1416,1644,0,0,1644,1,0,1,0,3,1,7,2,2,418,110,0,0,0,0,0,0,10,167000
80,6,6,819,0,184,1003,1003,0,0,1003,1,0,1,0,3,1,6,0,2,588,120,0,0,0,0,0,0,3,142500
50,5,5,420,0,490,910,910,648,0,1558,0,0,1,1,4,1,6,0,1,282,289,0,0,0,0,0,0,6,152000
60,7,5,649,0,326,975,975,975,0,1950,0,0,2,1,3,1,7,1,2,576,0,10,0,0,198,0,0,6,239000
60,6,6,384,175,143,702,1041,702,0,1743,0,1,1,2,3,1,7,1,2,539,224,0,0,0,0,0,0,6,175000
20,6,8,0,0,1092,1092,1152,0,0,1152,0,1,1,0,3,1,6,1,1,300,0,36,0,0,0,0,0,8,158500
190,5,5,841,0,324,1165,1336,0,0,1336,1,0,1,0,2,1,5,2,1,375,0,0,0,0,0,0,0,6,157000
60,8,5,281,0,747,1028,1210,1242,0,2452,0,0,2,1,4,1,9,1,2,683,208,50,0,0,0,0,0,5,267000
20,7,5,0,0,1541,1541,1541,0,0,1541,0,0,2,0,3,1,6,1,3,843,468,81,0,0,0,0,0,1,205000
20,5,7,894,0,0,894,894,0,0,894,1,0,1,0,3,1,5,0,2,552,256,0,0,0,0,0,0,7,149900
75,7,9,0,0,1470,1470,1675,1818,0,3493,0,0,3,0,3,1,10,1,3,870,302,0,0,0,0,0,0,5,295000
20,8,5,1464,0,536,2000,2000,0,0,2000,1,0,2,0,3,1,8,0,3,888,168,0,0,0,0,0,0,7,305900
60,7,5,700,0,0,700,1122,1121,0,2243,1,0,2,1,4,1,8,1,3,746,127,44,224,0,0,0,0,6,225000
50,6,7,0,0,319,319,1035,371,0,1406,0,0,1,0,3,1,6,0,0,0,0,144,0,0,0,0,0,3,89500
30,4,5,262,0,599,861,861,0,0,861,0,0,1,0,1,1,4,0,2,539,158,0,0,0,0,0,0,3,82500
20,9,5,1274,0,622,1896,1944,0,0,1944,1,0,2,0,3,1,8,3,3,708,208,175,0,0,0,0,0,11,360000
60,6,5,518,0,179,697,697,804,0,1501,0,0,2,1,3,1,6,1,2,420,190,63,0,0,0,0,0,5,165600
20,6,6,680,0,292,972,972,0,0,972,1,0,1,0,2,1,5,1,1,240,0,0,0,0,0,0,0,5,132000
190,5,7,507,0,286,793,793,325,0,1118,1,0,1,0,3,1,5,1,2,410,0,0,0,0,271,0,0,5,119900
20,7,5,1236,820,80,2136,2036,0,0,2036,2,0,2,0,3,1,8,2,2,513,0,0,0,0,0,0,0,6,375000
70,7,7,16,0,712,728,832,809,0,1641,0,1,1,1,3,1,6,1,2,546,0,0,234,0,0,0,0,8,178000
60,7,5,425,0,291,716,716,716,0,1432,1,0,2,1,3,1,6,1,2,432,100,51,0,0,0,0,0,7,188500
60,7,7,692,0,153,845,1153,1200,0,2353,1,0,2,1,4,1,10,1,2,484,288,195,0,0,0,0,0,8,260000
60,8,5,0,0,1088,1088,1088,871,0,1959,0,0,2,1,3,1,8,1,3,1025,208,46,0,0,0,0,0,12,270000
60,7,5,987,0,360,1347,1372,1274,0,2646,1,0,2,1,4,1,9,1,3,656,340,60,144,0,0,0,0,4,260000
80,7,5,1036,0,336,1372,1472,0,0,1472,1,0,2,0,3,1,6,2,2,588,233,48,0,0,0,0,0,6,187500
60,9,5,0,0,1249,1249,1249,1347,0,2596,0,0,3,1,4,1,9,0,3,840,240,154,0,0,0,0,0,9,342643
60,8,5,970,0,166,1136,1136,1332,0,2468,1,0,2,1,4,1,10,1,3,872,184,154,0,0,0,0,0,6,354000
60,7,5,28,1474,0,1502,1553,1177,0,2730,1,0,2,1,4,1,8,1,2,576,201,96,0,0,0,0,0,8,301000
20,3,8,256,0,906,1162,1163,0,0,1163,1,0,1,0,3,1,6,0,1,220,142,98,0,0,0,0,0,7,126175
80,7,7,0,0,710,710,1898,1080,0,2978,0,0,2,1,5,1,11,1,2,564,240,0,0,0,0,0,0,6,242000
45,5,6,116,0,604,720,803,0,0,803,0,0,1,0,2,1,5,0,2,360,0,0,244,0,0,0,0,12,87000
120,8,5,1619,0,100,1719,1719,0,0,1719,2,0,1,1,1,1,6,2,2,473,122,30,0,0,0,0,0,5,324000
20,6,5,565,0,818,1383,1383,0,0,1383,0,0,1,1,3,1,7,0,1,292,0,45,0,0,0,0,0,4,145250
75,6,6,0,0,844,844,1445,689,0,2134,0,0,2,0,5,1,10,0,2,441,0,60,268,0,0,0,0,7,214500
70,5,5,0,0,596,596,596,596,0,1192,0,0,1,0,3,1,6,0,1,189,0,0,137,0,0,0,0,7,78000
90,5,4,40,264,1424,1728,1728,0,0,1728,0,1,2,0,6,2,10,0,1,352,155,0,0,0,0,0,0,11,119000
20,5,6,846,0,210,1056,1056,0,0,1056,1,0,1,0,3,1,6,0,1,308,0,0,0,0,0,0,0,8,139000
20,8,5,1124,479,1603,3206,1629,0,0,1629,1,0,2,0,3,1,7,1,3,880,0,0,0,0,0,0,0,10,284000
120,7,5,720,0,638,1358,1358,0,0,1358,1,0,2,0,2,1,6,1,2,484,192,30,0,0,0,0,0,7,207000
60,6,5,828,0,115,943,943,695,0,1638,1,0,2,1,3,1,7,2,2,472,100,38,0,0,0,0,0,7,192000
190,5,6,1249,147,103,1499,1619,167,0,1786,2,0,2,0,3,1,7,2,2,529,670,0,0,0,0,0,700,8,228950
20,9,5,1249,0,673,1922,1922,0,0,1922,1,0,2,0,3,1,8,1,3,676,178,51,0,0,0,0,0,7,377426
20,7,5,810,0,726,1536,1536,0,0,1536,1,0,2,0,3,1,7,0,2,532,192,74,0,0,0,0,0,12,214000
20,7,7,213,0,995,1208,1621,0,0,1621,1,0,2,0,3,1,8,0,2,440,108,45,0,0,0,0,400,5,202500
20,6,7,585,0,630,1215,1215,0,0,1215,0,0,1,0,3,1,6,0,1,297,0,0,0,0,234,0,0,6,155000
60,8,5,0,0,967,967,993,915,0,1908,0,0,2,1,4,1,9,0,2,431,135,0,0,0,0,0,0,4,202900
20,4,4,0,0,721,721,841,0,0,841,0,0,1,0,2,1,4,0,1,294,250,0,24,0,0,0,0,9,82000
90,3,4,0,0,0,0,1040,0,0,1040,0,0,2,0,2,2,6,0,2,400,0,0,0,0,0,0,0,5,87500
120,9,5,28,0,1656,1684,1684,0,0,1684,0,0,2,0,2,1,6,1,2,564,495,72,0,0,0,0,0,7,266000
160,5,3,129,232,175,536,536,576,0,1112,0,0,1,1,3,1,4,0,1,336,182,0,0,0,0,0,0,4,85000
50,6,5,0,0,972,972,972,605,0,1577,0,0,1,0,3,1,6,1,1,312,0,0,0,0,0,0,0,10,140200
20,6,8,498,0,460,958,958,0,0,958,0,0,1,0,2,1,5,0,1,301,0,0,0,0,0,0,15500,4,151500
20,6,5,1270,0,208,1478,1478,0,0,1478,1,0,2,0,3,1,6,2,2,498,0,40,0,0,0,0,0,12,157500
160,7,5,573,0,191,764,764,862,0,1626,1,0,2,1,2,1,6,0,2,474,0,27,0,0,0,0,0,10,154000
60,9,5,1410,0,438,1848,1848,880,0,2728,1,0,2,1,4,1,10,2,3,706,0,0,0,0,0,0,0,4,437154
120,9,5,0,0,1869,1869,1869,0,0,1869,0,0,2,0,2,1,6,1,2,617,210,54,0,0,0,0,0,12,318061
120,7,5,1082,0,371,1453,1453,0,0,1453,1,0,1,1,2,1,6,1,2,445,0,80,0,0,184,0,0,12,190000
50,5,6,236,380,0,616,616,495,0,1111,0,1,1,0,3,1,5,0,1,200,48,0,0,0,0,0,0,3,95000
30,6,8,0,0,624,624,720,0,0,720,0,0,1,0,2,1,5,0,2,484,106,0,0,0,0,0,0,5,105900
50,6,5,388,0,552,940,1192,403,0,1595,0,0,1,0,2,1,6,2,1,240,0,0,108,0,0,0,0,6,140000
20,6,5,334,544,322,1200,1200,0,0,1200,1,0,2,0,3,1,6,0,2,521,0,26,0,0,0,0,0,8,177500
20,6,6,560,0,598,1158,1167,0,0,1167,1,0,2,0,3,1,6,0,2,400,120,26,0,0,0,0,0,7,173000
120,5,5,874,0,268,1142,1142,0,0,1142,1,0,1,1,3,1,6,1,2,528,536,90,0,0,0,0,0,8,134000
80,5,4,300,294,468,1062,1352,0,0,1352,0,1,1,0,3,1,6,0,1,288,168,0,294,0,0,0,0,7,130000
60,8,5,956,0,130,1086,1086,838,0,1924,1,0,2,1,3,1,7,1,2,592,208,75,0,0,374,0,0,6,280000
85,6,6,773,0,115,888,912,0,0,912,1,0,1,0,2,1,5,1,2,470,0,0,0,0,192,0,0,6,156000
50,5,5,399,0,484,883,988,517,0,1505,1,0,1,0,3,1,8,0,1,240,0,0,0,0,0,0,0,7,145000
85,7,5,0,0,0,0,495,1427,0,1922,0,0,3,0,4,1,7,1,2,672,0,0,177,0,0,0,0,7,198500
160,6,8,162,0,321,483,483,504,0,987,0,0,1,1,2,1,5,0,1,264,250,0,0,0,0,0,0,5,118000
60,6,5,712,0,84,796,790,784,0,1574,1,0,2,1,3,1,6,1,2,566,306,111,0,0,0,0,0,7,190000
70,5,7,456,0,216,672,672,672,0,1344,0,0,1,0,3,1,6,0,1,468,0,128,218,0,0,0,0,7,147000
20,6,5,609,0,785,1394,1394,0,0,1394,1,0,1,1,3,1,6,2,2,514,0,76,0,0,185,0,0,7,159000
80,6,5,371,0,728,1099,1431,0,0,1431,0,1,1,0,3,1,6,1,1,296,64,110,0,0,0,0,0,12,165000
20,5,6,540,0,728,1268,1268,0,0,1268,0,0,1,0,2,1,7,1,1,244,0,98,0,0,0,0,0,3,132000
20,5,7,72,258,733,1063,1287,0,0,1287,1,0,1,0,3,1,7,1,2,576,364,17,0,0,182,0,0,3,162000
60,6,5,0,0,953,953,953,711,0,1664,0,0,2,1,3,1,7,1,2,460,100,40,0,0,0,0,0,1,172400
50,4,4,0,0,0,0,1120,468,0,1588,0,0,2,0,4,1,7,1,2,680,0,59,0,0,0,0,0,7,134432
120,6,5,623,121,0,744,752,0,0,752,1,0,1,0,2,1,4,0,1,264,353,0,0,0,90,0,0,2,125000
20,5,6,428,180,0,608,1319,0,0,1319,1,0,1,0,3,1,5,0,1,270,66,0,0,0,0,0,0,11,123000
60,7,5,0,0,847,847,847,1081,0,1928,0,0,2,1,4,1,8,1,2,434,100,48,0,0,0,0,0,7,219500
30,1,1,350,0,333,683,904,0,0,904,1,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,3,61000
85,5,5,298,0,572,870,914,0,0,914,0,0,1,0,2,1,5,0,2,576,0,0,0,0,0,0,0,7,148000
60,8,5,0,0,1580,1580,1580,886,0,2466,0,0,3,0,4,1,8,1,2,610,159,214,0,0,0,0,0,12,340000
20,9,2,1445,0,411,1856,1856,0,0,1856,1,0,1,1,1,1,8,1,3,834,113,0,0,0,0,0,0,6,394432
60,6,5,0,0,982,982,1007,793,0,1800,0,0,2,1,3,1,7,1,2,463,100,63,0,0,0,0,0,6,179000
50,5,6,218,0,808,1026,1026,665,0,1691,0,0,2,0,3,1,6,1,1,308,0,0,242,0,0,0,0,5,127000
20,7,5,0,0,1293,1293,1301,0,0,1301,1,0,2,0,2,1,5,1,2,572,216,121,0,0,0,0,0,8,187750
60,7,5,0,0,939,939,939,858,0,1797,0,0,2,1,3,1,8,0,2,639,144,53,0,0,0,0,0,4,213500
45,6,3,0,0,784,784,784,0,0,784,0,0,1,0,2,1,5,0,2,360,0,0,91,0,0,0,0,10,76000
60,6,5,985,0,595,1580,1079,874,0,1953,1,0,2,1,3,1,9,2,2,501,216,231,0,0,0,0,0,6,240000
120,8,5,24,0,1232,1256,1269,0,0,1269,0,0,2,0,2,1,6,1,2,430,146,20,0,0,144,0,0,4,192000
50,5,3,0,0,658,658,658,526,0,1184,0,0,1,0,5,1,8,0,0,0,0,151,0,0,0,0,0,5,81000
80,6,6,631,0,410,1041,1125,0,0,1125,1,0,1,0,3,1,6,1,1,352,296,0,0,0,0,0,0,10,125000
20,7,5,0,0,1468,1468,1479,0,0,1479,0,0,2,0,3,1,6,0,2,577,120,25,0,0,0,0,0,7,191000
60,10,5,1280,0,402,1682,1742,590,0,2332,1,0,2,1,3,1,9,1,3,846,196,134,0,0,0,0,0,8,426000
50,5,8,241,391,229,861,961,406,0,1367,1,0,1,0,4,1,7,0,1,384,0,130,112,0,0,0,0,4,119000
60,6,5,690,0,114,804,804,1157,0,1961,1,0,2,1,3,1,7,1,2,560,125,192,0,0,0,0,0,6,215000
20,5,7,0,0,0,0,882,0,0,882,0,0,1,0,3,1,5,0,1,294,0,0,0,0,0,0,1200,7,106500
30,4,5,266,0,522,788,788,0,0,788,0,0,1,0,2,1,4,2,0,0,0,0,0,0,0,0,0,4,100000
50,5,6,0,0,735,735,735,299,0,1034,0,0,1,0,2,1,5,0,1,240,0,39,0,0,0,0,0,7,109000
20,5,6,739,0,405,1144,1144,0,0,1144,1,0,1,0,3,1,6,0,1,596,44,0,0,0,0,0,0,6,129000
20,5,5,777,0,117,894,894,0,0,894,0,0,1,0,2,1,6,0,2,600,215,0,0,0,0,0,0,9,123000
60,5,5,540,0,324,864,876,936,0,1812,0,0,2,0,4,1,8,1,1,264,0,168,0,0,0,0,0,7,169500
30,5,2,0,0,961,961,1077,0,0,1077,0,0,1,0,2,1,6,0,1,338,0,0,0,0,0,0,0,11,67000
60,7,5,812,0,280,1092,1112,438,0,1550,1,0,2,0,2,1,7,0,2,438,0,168,0,0,0,0,0,10,241000
120,8,5,786,0,474,1260,1288,0,0,1288,1,0,1,1,1,1,4,2,2,500,120,30,0,0,224,0,0,12,245500
20,7,5,24,0,1286,1310,1310,0,0,1310,0,0,2,0,3,1,6,1,2,400,0,0,0,0,0,0,0,7,164990
30,5,8,0,0,672,672,672,0,0,672,0,0,1,0,2,1,4,0,1,240,168,0,0,0,0,0,0,8,108000
60,8,5,0,0,1141,1141,1165,1098,0,2263,0,0,2,1,4,1,10,1,2,420,144,123,0,0,0,0,0,7,258000
60,6,5,0,0,806,806,806,766,0,1572,0,0,2,1,3,1,7,1,2,373,0,40,0,0,0,0,0,5,168000
20,4,4,1116,0,165,1281,1620,0,0,1620,1,0,2,0,3,1,8,1,2,490,120,78,0,0,0,0,0,6,150000
50,6,5,0,0,1064,1064,1166,0,473,1639,0,0,1,0,3,1,6,0,1,240,0,0,0,0,0,0,0,3,115000
70,6,7,0,0,840,840,840,840,0,1680,0,0,2,0,4,1,8,0,1,308,0,0,160,0,0,0,0,3,177000
60,7,5,0,0,1063,1063,1071,1101,0,2172,0,0,2,1,3,1,9,1,3,947,192,62,0,0,0,0,0,8,280000
60,8,5,789,0,245,1034,1050,1028,0,2078,1,0,2,1,3,1,8,1,3,836,0,102,0,0,0,0,0,4,339750
20,5,3,0,0,1276,1276,1276,0,0,1276,0,0,1,0,3,1,5,0,1,350,0,0,0,0,0,0,0,6,60000
190,5,5,1056,0,0,1056,1056,0,0,1056,1,0,1,0,3,1,5,0,2,572,264,0,0,0,0,0,0,1,145000
20,7,5,578,0,892,1470,1478,0,0,1478,1,0,2,1,2,1,7,1,2,484,0,144,0,0,0,0,0,6,222000
30,5,6,0,0,1008,1008,1028,0,0,1028,0,0,1,0,2,1,5,1,2,360,0,0,130,0,0,0,0,3,115000
60,7,5,50,531,499,1080,1080,1017,0,2097,0,1,2,1,3,1,9,1,3,678,196,187,0,0,0,0,0,12,228000
20,7,5,24,0,1316,1340,1340,0,0,1340,0,0,2,0,3,1,6,0,2,396,100,30,0,0,0,0,0,8,181134
60,6,7,209,0,463,672,672,728,0,1400,0,0,1,1,3,1,6,1,2,440,0,0,0,0,0,0,0,3,149500
70,6,6,1128,0,242,1370,1370,1254,0,2624,1,0,2,1,4,1,10,1,3,864,0,0,0,0,0,0,0,11,239000
50,5,6,312,0,444,756,756,378,0,1134,1,0,1,1,3,1,7,0,1,240,0,0,0,0,0,0,0,4,126000
20,5,6,775,0,281,1056,1056,0,0,1056,1,0,1,0,3,1,6,1,1,304,0,85,184,0,0,0,0,7,142000
90,7,5,1309,0,35,1344,1344,0,0,1344,2,0,2,0,2,2,8,0,4,784,0,0,0,0,0,0,0,11,206300
20,6,7,1246,0,356,1602,1602,0,0,1602,0,1,2,0,3,1,8,1,2,529,240,0,0,0,0,0,0,6,215000
20,5,5,0,0,988,988,988,0,0,988,0,0,1,0,2,1,4,0,2,520,0,0,0,0,0,0,0,2,113000
60,8,5,986,0,484,1470,1470,1160,0,2630,1,0,2,1,4,1,8,1,3,696,0,66,0,0,0,0,0,6,315000
20,6,5,616,0,580,1196,1196,0,0,1196,1,0,1,0,2,1,6,1,1,297,0,44,0,0,0,0,0,5,139000
60,7,8,0,0,651,651,707,682,0,1389,0,0,1,1,3,1,6,2,1,240,0,0,126,0,0,0,0,9,135000
80,7,5,1518,0,0,1518,1644,0,0,1644,1,1,2,0,2,1,5,1,2,569,80,0,0,0,396,0,0,8,275000
20,4,6,288,0,619,907,907,0,0,907,0,0,1,0,3,1,5,0,1,352,0,0,0,0,0,0,0,7,109008
20,7,5,664,0,544,1208,1208,0,0,1208,1,0,2,0,2,1,6,0,2,628,105,54,0,0,0,0,0,9,195400
20,6,5,1005,0,387,1392,1412,0,0,1412,1,0,2,0,3,1,6,1,2,576,0,0,169,0,0,0,0,3,175000
